unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary
Vora-Shankar,TN/MSME/cJ/121782,UDYAM-TN-30-20-0183297,Textile,Micro,Knitted Fabric,Tiruppur,Tiruppur South,"H.No. 773, Batra Ganj, Thrissur 202598",Nicholas Soman,+912373352252,2021-11-24,2022-01-16,33LAGAH7677V2ZV,LAGAH7677V,72345033238,True,1835716,3105376,9,1602511.0,586617,125013,Union Bank of India,193179,4,active,False,0.08515057003596221,0.872962375443696,INITP6,7204
Sheth-Bala,TN/MSME/fI/854421,UDYAM-TN-15-20-0446784,Textile,Medium,Woven Fabric,Tirunelveli,Tirunelveli Taluk,"H.No. 78, Dugar Street, Kulti-960482",Sara Mander,+911910297408,2012-01-10,2012-02-19,33GRHFH8747R6Z6,GRHFH8747R,52181407823,True,161259598,307602635,80,110618243.0,37051149,17247726,Bank of Baroda,093987,14,active,False,0.07495232203480168,0.6859637774862865,INMAA4,6110
Agrawal Divan and Sampath,TN/MSME/Gy/910290,UDYAM-TN-30-21-0121876,Handicraft,Micro,General Products,Thanjavur,Thanjavur Taluk,"H.No. 08, Parmar Circle, Ballia 177075",Janani Upadhyay,09409042571,2022-04-18,2022-08-30,33SEMAP9095W2ZB,SEMAP9095W,,False,333984,540614,5,963986.0,0,256321,Bank of Baroda,894552,4,struck_off,False,0.05929046913032893,2.8863238957554853,INMAA4,6204
Saha Ltd,TN/MSME/QY/546292,UDYAM-TN-05-21-0267236,Export Oriented Unit,Micro,Gems & Jewellery,Erode,Erode Taluk,"24, Ganesh Zila, Sultan Pur Majra-708416",Krishna Mody,+911003902947,2024-11-08,2025-03-10,33EIRPS5477Z2ZW,EIRPS5477Z,83965520324,True,403920,817245,8,1063031.0,755332,23436,Indian Overseas Bank,103298,1,active,False,0.03248571640361733,2.6317859972271735,INMAA4,0901
Kala-Bakshi,TN/MSME/VH/156592,UDYAM-TN-03-21-0606116,Export Oriented Unit,Micro,Software,Namakkal,Namakkal Taluk,"64/99, Bali Nagar, Buxar-349199",Ridhi De,+911853218267,2018-02-28,2018-05-16,33YMLAD1928G2ZB,YMLAD1928G,37215240376,True,1589591,3960210,1,2952826.0,2145295,494851,Bank of Baroda,756460,8,active,False,0.03347574430877184,1.8576011061964997,INMAA4,8542
Kalita-Kant,TN/MSME/XE/373802,UDYAM-TN-19-21-0571233,Manufacturing,Small,Metal Fabrication,Tirunelveli,Tirunelveli Taluk,"H.No. 09, Banerjee Path, Ambattur-898306",Kritika Raju,+912510081318,2017-05-30,2017-09-26,33CQFCN9723F1Z4,CQFCN9723F,86995251083,True,37510857,84189616,15,76633061.0,27088725,1594460,ICICI Bank,159327,8,active,False,0.024024865206394408,2.042956816475827,INMAA4,8703
Dhawan-Sundaram,TN/MSME/Cp/417223,UDYAM-TN-27-20-0473744,Handloom,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"45/295, Dara Path, Ranchi 459921",Shaurya Acharya,00005484529,2023-11-24,2024-04-07,33JCSFA9801J4ZI,JCSFA9801J,32053164293,True,758548,1032338,3,773702.0,88431,8886,Bank of Baroda,006576,2,active,False,0.07934206638214787,1.0199776414940123,INMAA4,6204
Sehgal Chaudhari and Babu,TN/MSME/fS/764659,UDYAM-TN-28-23-0876766,Handloom,Small,General Products,Erode,Erode Taluk,"73/197, Suri Road, Kollam-984216",Arjun Tank,04596855565,2026-03-11,2026-06-22,33FLUFS1458R1ZH,FLUFS1458R,,False,45432556,83469949,36,47830660.0,0,10430191,Union Bank of India,517330,0,active,False,0.03730938569419976,1.0527838231245452,INMAA4,7204
Pau Borah and Lanka,TN/MSME/EA/654778,UDYAM-TN-20-21-0608287,Textile,Medium,Readymade Garments,Chennai,Sholinganallur,"H.No. 76, Maharaj Nagar, Chittoor-437788",Wahab Nagy,+912069949325,2020-07-26,2020-11-29,33KLGPO0627K1ZG,KLGPO0627K,,False,67254389,162624896,218,49597370.0,0,12351761,Union Bank of India,370979,5,active,False,0.0005389402654191855,0.7374592310994008,INNSA1,8471
Sahni Cherian and Gupta,TN/MSME/gn/221048,UDYAM-TN-04-22-0527659,Trading,Micro,Textiles,Dindigul,Dindigul Taluk,"H.No. 89, Deshpande, Nagpur 164408",Chandani Dara,+910855275045,2014-03-04,2014-05-01,33PZKAX7131K4ZK,PZKAX7131K,99824239790,True,176161,436202,4,394738.0,55242,76727,ICICI Bank,244669,12,active,False,0.03525174709019226,2.240779741259416,INMAA4,8542
Kant Gopal and Lanka,TN/MSME/el/839040,UDYAM-TN-29-21-0421387,Handicraft,Micro,General Products,Thoothukudi,Thoothukudi Taluk,"39, Murty Road, Muzaffarpur 303955",Omya Maharaj,05982429468,2019-01-03,2019-05-31,33YTRCT3709Y2ZU,YTRCT3709Y,,False,1796981,1905815,7,4648897.0,0,114998,HDFC Bank,236270,7,active,False,0.07972863233189402,2.5870596294562938,INTUT1,6204
Pant Minhas and Dube,TN/MSME/ib/149982,UDYAM-TN-24-21-0047391,Agro-based Industry,Small,General Products,Vellore,Vellore Taluk,"16, Kant Nagar, Bhavnagar 780427",Advay Lala,+911858675406,2024-05-05,2024-07-11,33SPDPR4783E2ZO,SPDPR4783E,,False,38312427,57046340,32,111070052.0,0,26438614,Punjab National Bank,455614,1,active,False,0.06644320039582456,2.899060714686647,INMAA4,5201
Gala Lad and Loke,TN/MSME/UR/206954,UDYAM-TN-34-23-0955844,Trading,Small,Electronics,Kancheepuram,Kancheepuram Taluk,"493, Kulkarni Road, Ichalkaranji 318344",Dhriti Rao,+912413288911,2013-09-04,2013-10-10,33AHICN9427V1ZF,AHICN9427V,16382829215,True,42256245,97920050,35,21187528.0,5741738,4190665,Indian Overseas Bank,275157,12,struck_off,False,0.027230110149404813,0.5014058395392208,INMAA4,2601
Bhatia-Chandran,TN/MSME/UN/404369,UDYAM-TN-08-21-0766009,Engineering,Micro,Forgings,Erode,Erode Taluk,"79/58, Zacharia Circle, Deoghar-600686",Jagat Kari,04721179348,2026-03-04,2026-08-28,33HLTCE6685X2ZA,HLTCE6685X,,False,2255947,5088632,8,2711441.0,0,491555,Indian Bank,501497,0,active,False,0.0865974145574758,1.2019081122029907,INMAA4,7204
Wali-Hans,TN/MSME/oY/858331,UDYAM-TN-26-20-0572626,Chemical,Small,Dyes,Perambalur,Perambalur Taluk,"77/429, Sarna Nagar, Tinsukia 495682",Aarnav Rattan,03047153715,2016-01-04,2016-06-24,33YXWAH2678V4ZJ,YXWAH2678V,,False,24535853,52984000,46,65067872.0,0,5040209,ICICI Bank,755185,10,active,False,0.08630705826067733,2.651950678054682,INMAA4,0901
Balasubramanian Manda and Kulkarni,TN/MSME/NS/274849,UDYAM-TN-18-20-0891289,Handicraft,Small,General Products,Vellore,Vellore Taluk,"09/979, Solanki Path, Bhubaneswar 825800",Wriddhish Anne,6982233233,2012-04-03,2012-08-21,33MHPCT8962I4Z3,MHPCT8962I,,False,34058880,83257481,27,91069043.0,0,12346215,Punjab National Bank,485380,14,active,False,0.12425084282125128,2.6738707497134375,INMAA4,0803
Dubey-Hora,TN/MSME/Xd/689566,UDYAM-TN-37-23-0381550,Engineering,Micro,Castings,Virudhunagar,Virudhunagar Taluk,"19/149, Wason Path, Mysore-386077",Manthan Ganesh,2469235115,2024-07-06,2024-12-14,33TVZFD6082K2Z7,TVZFD6082K,,False,1074167,1889913,10,2526365.0,0,238154,HDFC Bank,929670,1,active,False,0.03344524978317263,2.3519294485866724,INMAA4,6403
Sule Din and Chakraborty,TN/MSME/rG/715833,UDYAM-TN-13-22-0689532,Engineering,Micro,Machine Parts,Kancheepuram,Kancheepuram Taluk,"H.No. 843, Lata, Kolkata-606154",Daksh Keer,02838726301,2021-03-02,2021-06-30,33ZFHFB4929U1Z3,ZFHFB4929U,,False,2307242,2395634,7,1695358.0,0,318600,Federal Bank,210126,5,active,False,0.0801902222088486,0.7347985170172873,INMAA4,0901
Pandya and Sons,TN/MSME/zJ/220557,UDYAM-TN-21-21-0166328,Service,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"H.No. 55, Lad Chowk, Chinsurah-515385",Viraj Sathe,08862383986,2017-12-28,2018-05-21,33HGEFS5393Y1ZL,HGEFS5393Y,85134991180,True,2201553,3237037,3,6217717.0,1896484,1251573,Union Bank of India,884375,8,active,False,0.01783217074507118,2.8242413423615056,INMAA4,8703
Iyengar-Varkey,TN/MSME/cv/639645,UDYAM-TN-03-20-0431042,Agro-based Industry,Micro,General Products,Namakkal,Namakkal Taluk,"91, Krish Ganj, Dhule 999300",Naveen Aggarwal,1844386064,2018-09-04,2018-10-10,33GMHCZ6857K4ZW,GMHCZ6857K,,False,636698,745139,1,1772005.0,0,133685,Canara Bank,724214,7,active,False,0.14615625401120794,2.7831169565476883,INMAA4,2709
Mani Kala and Jain,TN/MSME/FQ/335480,UDYAM-TN-35-21-0688092,Chemical,Micro,Pharma Intermediates,Ranipet,Ranipet Taluk,"13/543, Lala Ganj, Lucknow 188849",Ethan Viswanathan,+913115786255,2024-08-02,2024-09-30,33OGRPC9167A6ZU,OGRPC9167A,14327118277,True,771581,1218561,7,585182.0,85522,49731,Canara Bank,512461,1,active,False,0.052905172759665955,0.7584194012035029,INMAA4,6403
Goswami-Sibal,TN/MSME/uY/470961,UDYAM-TN-37-20-0275622,Textile,Micro,Readymade Garments,Chennai,Sholinganallur,"31/80, Badami Marg, Medininagar 719668",Omaja Arora,4746637198,2024-09-20,2025-02-15,33BZFFK4445Z4ZN,BZFFK4445Z,77341593337,True,1526522,1593456,3,2626223.0,938474,140195,Bank of Baroda,074666,1,active,False,0.036629470512614455,1.7203964305787929,INNSA1,8703
Minhas Karnik and Agarwal,TN/MSME/zj/156218,UDYAM-TN-07-21-0040552,Engineering,Micro,Machine Parts,Sivaganga,Sivaganga Taluk,"H.No. 407, Dutta Ganj, Nagpur 081355",Ryan Dyal,6230741045,2022-02-18,2022-07-26,33BLYCV0170U6ZB,BLYCV0170U,,False,870751,943654,2,2516874.0,0,440970,Federal Bank,473494,4,active,False,0.046400807363839516,2.8904635194217407,INMAA4,6204
Rau Ltd,TN/MSME/VJ/148133,UDYAM-TN-22-21-0026100,Leather,Small,Leather Goods,Namakkal,Namakkal Taluk,"19, Muni, Kadapa 920800",Nimrat Panchal,09278870990,2012-09-21,2012-10-25,33EBQAV2627C2ZY,EBQAV2627C,,False,10184314,17522885,50,8827405.0,0,422696,State Bank of India,520338,13,dormant,False,0.006318558975188509,0.8667648110614029,INMAA4,6204
Sethi-Bhagat,TN/MSME/bc/775138,UDYAM-TN-11-20-0082996,Service,Small,General Products,Krishnagiri,Krishnagiri Taluk,"H.No. 899, Sharaf Street, Howrah 374222",Warjas Rege,02728825732,2015-07-06,2015-08-30,33EUIFT5458Z2Z9,EUIFT5458Z,,False,32327973,79891347,14,48510495.0,0,2436357,Canara Bank,193034,10,struck_off,False,0.08301094254815865,1.500573357939887,INMAA4,8542
Mitter Yohannan and Nayar,TN/MSME/CI/317465,UDYAM-TN-12-22-0483428,Engineering,Micro,Forgings,Dindigul,Dindigul Taluk,"H.No. 95, Shroff Ganj, Amroha 277114",Tanvi Cherian,2742135074,2024-05-02,2024-08-15,33THKCS4604I6ZJ,THKCS4604I,,False,1459138,1935223,5,4073971.0,0,672342,Indian Overseas Bank,074439,1,active,False,0.07039103451537121,2.7920395466364387,INMAA4,3004
Nagi Batra and Shukla,TN/MSME/Jv/260905,UDYAM-TN-09-21-0936988,Manufacturing,Micro,Metal Fabrication,Krishnagiri,Krishnagiri Taluk,"23/92, Batra Circle, Katihar-070884",Vrishti Kala,03048990786,2014-07-22,2014-12-27,33IMUAB9095T6ZJ,IMUAB9095T,,False,1243302,1991248,3,1861488.0,0,401831,State Bank of India,126267,11,active,False,0.11338341725355591,1.4972130664955094,INMAA4,2709
Lad Ltd,TN/MSME/No/384340,UDYAM-TN-24-20-0151357,Manufacturing,Micro,Auto Parts,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 37, Bhatia Marg, South Dumdum-188021",Indira Srivastava,06594680278,2012-04-01,2012-08-05,33QYAPM7357C6ZY,QYAPM7357C,,False,2166498,3681569,8,6333833.0,0,995102,Axis Bank,326854,14,dormant,False,0.13201759253539164,2.9235351244266092,INMAA4,2601
Halder D’Alia and Modi,TN/MSME/LG/772612,UDYAM-TN-33-23-0509502,Food Processing,Micro,Spices,Thoothukudi,Thoothukudi Taluk,"469, Dara Zila, Saharanpur-310124",Samaksh Guha,+912844963282,2012-02-20,2012-04-26,33CKAFS6952A6ZA,CKAFS6952A,,False,1664813,3842944,2,2793893.0,0,86139,City Union Bank,165757,14,active,False,0.07193076327518293,1.6782022965942722,INTUT1,6403
Khanna Mander and Buch,TN/MSME/JW/467446,UDYAM-TN-01-20-0709137,Chemical,Micro,Cleaning Agents,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 15, Goswami Road, Panvel 274243",Abha Loke,+918614765609,2015-08-25,2015-12-22,33LOJCO5419N1ZD,LOJCO5419N,,False,1048285,1785724,2,764175.0,0,186896,Axis Bank,371748,10,active,False,0.11053638535974993,0.7289763756993566,INMAA4,6204
Bahl Group,TN/MSME/mw/055457,UDYAM-TN-30-22-0671093,Textile,Micro,Cotton Yarn,Tirunelveli,Tirunelveli Taluk,"508, Rajagopalan Chowk, Katihar-599584",Vasudha Varty,1473990610,2018-12-18,2019-02-24,33ETQAW6109F6ZX,ETQAW6109F,,False,1312405,1765318,10,2209338.0,0,397114,Federal Bank,781557,7,active,False,0.13006021873854595,1.6834269909060084,INMAA4,5201
Minhas-Khosla,TN/MSME/Lk/077492,UDYAM-TN-15-23-0827762,Service,Micro,General Products,Dindigul,Dindigul Taluk,"H.No. 710, Kari Chowk, Panihati-655155",Jack Barman,4001964169,2013-05-25,2013-09-23,33BCHCL7229Z4ZF,BCHCL7229Z,,False,1181774,1932936,4,1295092.0,0,292015,Axis Bank,128935,12,active,False,0.11571695743132493,1.0958880462761915,INMAA4,6403
Bhakta-Sodhi,TN/MSME/Or/285490,UDYAM-TN-03-20-0221710,Engineering,Small,Machine Parts,Perambalur,Perambalur Taluk,"00, Sethi Zila, Bardhaman 127316",Vasana Cherian,0567698627,2016-10-02,2017-03-03,33VIMPC8450L4ZZ,VIMPC8450L,,False,27781524,67620337,16,32992813.0,0,7888223,Axis Bank,106074,9,active,False,0.025637315157698227,1.187581106061712,INMAA4,0803
Kala Ltd,TN/MSME/KO/981291,UDYAM-TN-05-22-0430293,Chemical,Micro,Cleaning Agents,Coimbatore,Pollachi,"074, Virk Path, Bhavnagar 566789",Parth Saran,3255332094,2022-06-05,2022-09-24,33FGTAK1450D1ZD,FGTAK1450D,,False,212445,428319,9,303767.0,0,81749,City Union Bank,607589,3,active,False,0.10024680532008294,1.4298618465955895,INICJ4,0803
Devi-Upadhyay,TN/MSME/RW/426925,UDYAM-TN-17-21-0362981,Service,Micro,General Products,Thanjavur,Thanjavur Taluk,"H.No. 88, Mann Nagar, Chapra-926730",Aishani Doctor,01942077007,2022-11-09,2023-04-11,33NFVPO7129R1ZC,NFVPO7129R,,False,1828262,3518123,3,3915410.0,0,1113860,Union Bank of India,597435,3,active,False,0.02013835498167414,2.1416022430045585,INMAA4,7108
Dhaliwal Merchant and Handa,TN/MSME/pX/138247,UDYAM-TN-16-23-0108731,Food Processing,Small,Dal Mill,Thanjavur,Thanjavur Taluk,"05/814, Sarma Circle, Bardhaman-657549",Gayathri Tata,04961328531,2016-07-22,2016-11-01,33XOCAT1072V4Z8,XOCAT1072V,88935229032,True,37198077,75262474,30,54550649.0,10277681,16146991,Axis Bank,298492,9,dormant,False,0.012090609515738282,1.4664911038277597,INMAA4,0901
Kalla Group,TN/MSME/dm/419826,UDYAM-TN-22-22-0926394,Service,Micro,General Products,Madurai,Thirumangalam,"42/43, Lala Nagar, Tirupati-163811",Aarush Goyal,08166506512,2013-03-24,2013-08-09,33IDVFF4886Q6Z8,IDVFF4886Q,,False,298890,501501,8,396509.0,0,35080,Punjab National Bank,146999,13,active,False,0.041645237808232816,1.3266051055572283,INMAA4,6110
Bawa Brar and Natarajan,TN/MSME/mr/396030,UDYAM-TN-34-22-0825886,Handicraft,Micro,General Products,Perambalur,Perambalur Taluk,"H.No. 149, Misra, Buxar 334308",Advika Chauhan,4862013921,2012-12-18,2013-04-17,33ZLSFK6062M2Z7,ZLSFK6062M,,False,113677,163911,2,100374.0,0,18189,Punjab National Bank,158068,13,active,False,0.11824856698782714,0.8829754479798024,INMAA4,7108
Aurora Bath and Thakur,TN/MSME/mv/783243,UDYAM-TN-25-20-0137699,Trading,Micro,Textiles,Virudhunagar,Virudhunagar Taluk,"020, Jain Circle, Khora  575861",Yasti Bath,03408392565,2013-05-07,2013-10-26,33SSGCB9804T4Z7,SSGCB9804T,31388541537,True,1786374,3489678,1,4762423.0,1858964,427916,Indian Bank,293512,12,active,False,0.03197697382829713,2.665971963317872,INMAA4,5201
Walia Group,TN/MSME/ZL/794388,UDYAM-TN-35-20-0950189,Trading,Small,Agricultural Produce,Tirunelveli,Tirunelveli Taluk,"H.No. 15, Tandon Street, Ludhiana-220820",Bhavya Lata,01234390900,2020-03-25,2020-09-14,33HWJFG8716G1Z5,HWJFG8716G,74737982617,True,13368352,14923912,45,35006230.0,9356472,7319324,HDFC Bank,312178,6,active,False,0.09338743447709763,2.61858978578661,INMAA4,3004
Bumb Palla and Nazareth,TN/MSME/zm/314771,UDYAM-TN-18-23-0617960,Engineering,Micro,Precision Tools,Thanjavur,Thanjavur Taluk,"129, Chadha Path, Kulti-669906",Abhimanyu Deshpande,7475609024,2018-09-10,2018-09-25,33CYEFR6119V6Z1,CYEFR6119V,,False,1467777,3498466,6,3794868.0,0,689588,Axis Bank,421571,7,active,False,0.026340467710260516,2.5854526947894674,INMAA4,3004
Dayal Ghosh and Chaudhry,TN/MSME/RL/138570,UDYAM-TN-25-23-0307212,Chemical,Micro,Dyes,Tirunelveli,Tirunelveli Taluk,"22, Gandhi Ganj, Rajpur Sonarpur 861248",Divya Kale,09509288912,2022-07-18,2022-08-08,33CFRCT5847Y2ZN,CFRCT5847Y,,False,286462,340936,1,292180.0,0,38788,Union Bank of India,969322,3,dormant,False,0.07207952649720764,1.0199607626840559,INMAA4,0901
Garg Sathe and Datta,TN/MSME/fX/903765,UDYAM-TN-35-21-0863900,Food Processing,Micro,Spices,Salem,Salem Taluk,"57, Palan Path, Jabalpur-859645",Pranit Mukhopadhyay,9985184948,2025-12-01,2025-12-31,33TZSAE0945I6ZF,TZSAE0945I,,False,704085,938401,1,1067920.0,0,204312,Federal Bank,555287,0,active,False,0.1305129041013035,1.516748688013521,INMAA4,2601
Agarwal Inc,TN/MSME/zq/406744,UDYAM-TN-09-23-0231344,Export Oriented Unit,Small,Gems & Jewellery,Ranipet,Ranipet Taluk,"H.No. 50, Bakshi Marg, Dhanbad 801022",Alexander Bhatt,+917567932307,2020-05-31,2020-07-15,33YDUCO4702G4Z7,YDUCO4702G,30733855738,True,14142331,25825682,33,32022440.0,24479096,7837313,State Bank of India,313949,5,active,False,0.13841713284507365,2.264297165721832,INMAA4,6204
Grover Contractor and Chaudhuri,TN/MSME/rn/302148,UDYAM-TN-05-22-0827028,Agro-based Industry,Small,General Products,Dindigul,Dindigul Taluk,"H.No. 841, Kala Marg, Amravati-678188",Chakrika Date,9897292985,2014-08-18,2014-08-24,33IHKFT7725O6ZC,IHKFT7725O,79035789713,True,12726920,20357935,17,19585744.0,7664289,3789391,ICICI Bank,984081,11,active,False,0.058646125541711835,1.5389225358531364,INMAA4,2601
Pandit Group,TN/MSME/YL/126255,UDYAM-TN-29-20-0011081,Leather,Micro,Finished Leather,Thanjavur,Thanjavur Taluk,"96/81, Chakrabarti Zila, Varanasi 702716",Ekavir Kalita,1345368234,2025-04-16,2025-06-21,33TLTFG1189F4Z8,TLTFG1189F,,False,1268270,2522402,6,2329365.0,0,295764,City Union Bank,727383,1,active,False,0.10160853111925734,1.8366475592736562,INMAA4,2709
Sampath Golla and Parsa,TN/MSME/qK/678714,UDYAM-TN-10-21-0259786,Service,Micro,General Products,Thanjavur,Thanjavur Taluk,"33/959, Vaidya Ganj, Surendranagar Dudhrej 650161",Nitesh Ramaswamy,6033722958,2014-09-26,2014-11-09,33AOIAB0908H1ZH,AOIAB0908H,68308118545,True,2147616,3918509,9,3751880.0,1351215,60038,Union Bank of India,429498,11,dormant,False,0.08221716371371672,1.7469976010608972,INMAA4,6110
Chander-Chadha,TN/MSME/oi/337746,UDYAM-TN-24-23-0730688,Trading,Small,Textiles,Coimbatore,Coimbatore North,"H.No. 354, Walia Circle, Tirupati 737321",Zansi Bhagat,+914695531039,2018-01-06,2018-06-23,33HVIAO0641Y6ZE,HVIAO0641Y,58466929961,True,16371808,39964754,31,46086728.0,9666428,4709509,Union Bank of India,061957,8,active,False,0.08550635505935573,2.815005404412268,INICJ4,7108
Setty Upadhyay and Baria,TN/MSME/rC/880065,UDYAM-TN-24-21-0848304,Textile,Small,Woven Fabric,Chennai,Sholinganallur,"H.No. 344, Kashyap Road, Bongaigaon 502393",Zayyan Sehgal,+914040080076,2019-03-29,2019-05-20,33OQLCJ5892C2ZW,OQLCJ5892C,,False,28452520,68273041,31,23543141.0,0,6656146,Federal Bank,893931,7,dormant,False,0.11604601837276685,0.8274536315236752,INNSA1,6403
D’Alia Ltd,TN/MSME/PK/603882,UDYAM-TN-30-21-0026971,Trading,Small,Agricultural Produce,Tiruppur,Tiruppur South,"H.No. 34, Saxena Path, Mira-Bhayandar 523946",Oeshi Dass,08229949995,2020-05-10,2020-08-08,33PSCPL4730G1ZI,PSCPL4730G,94033373918,True,8961287,12996359,41,18609793.0,6132117,316460,Punjab National Bank,567852,5,active,False,0.054356412608029675,2.076687533833031,INITP6,7204
Natarajan Group,TN/MSME/mh/341631,UDYAM-TN-11-22-0501425,Handicraft,Small,General Products,Vellore,Vellore Taluk,"46/969, Basak, Bharatpur 145850",Balendra Dara,+910927419576,2020-05-09,2020-08-20,33ASPFY4287S4ZF,ASPFY4287S,61932025601,True,21593368,44506157,16,55211039.0,20447599,4676040,Indian Overseas Bank,159009,5,active,False,0.09116732095900716,2.556851668530819,INMAA4,2709
Balasubramanian Gola and Patla,TN/MSME/WV/794757,UDYAM-TN-13-21-0630013,Handloom,Medium,General Products,Madurai,Madurai South,"H.No. 353, Issac Zila, Rajahmundry-584916",Avi Uppal,07719420707,2018-12-15,2019-03-01,33KCXFC9723X2ZQ,KCXFC9723X,,False,137219374,295118486,232,194470646.0,0,36370643,Indian Bank,966832,7,active,False,0.13387406706252772,1.4172244073930842,INMAA4,0901
Palla-Singh,TN/MSME/Gp/660556,UDYAM-TN-11-20-0583070,Trading,Micro,Electronics,Krishnagiri,Krishnagiri Taluk,"92, Raghavan Zila, Guwahati 707439",Widisha Raj,4506234629,2011-10-23,2011-11-26,33DDACF6875H1ZF,DDACF6875H,99299863265,True,1317833,2724101,5,2609516.0,499969,452799,State Bank of India,578099,14,active,False,0.04530278609272408,1.9801568180490243,INMAA4,7108
Ramesh-Dutta,TN/MSME/OK/087933,UDYAM-TN-04-22-0970741,Trading,Small,General Merchandise,Tirunelveli,Tirunelveli Taluk,"15/41, Bal Path, Patiala 038338",Indira Dhillon,02411016747,2017-07-27,2017-07-28,33NBFPK3582O2ZO,NBFPK3582O,21339124419,True,42100216,47472801,38,113775994.0,32745936,29294732,HDFC Bank,253054,8,active,False,0.08217837352519448,2.702503806631301,INMAA4,8703
Rout Inc,TN/MSME/hV/116346,UDYAM-TN-26-22-0060851,Food Processing,Micro,Pickles,Madurai,Madurai North,"56/283, Deshpande, Chittoor 473207",Ekaraj Ghose,+914298504036,2019-06-04,2019-09-08,33CSUPA7927S4Z1,CSUPA7927S,91258613197,True,1446620,2199048,8,1000385.0,368451,211087,HDFC Bank,218981,6,active,False,0.1289494991149963,0.6915326761692774,INMAA4,5201
Kothari Iyer and Khurana,TN/MSME/aS/308038,UDYAM-TN-37-23-0901476,Trading,Small,Agricultural Produce,Salem,Salem Taluk,"045, Dani Path, Sri Ganganagar 316874",Farhan Merchant,05428650233,2014-03-31,2014-05-27,33KVRPU5068X1ZU,KVRPU5068X,43712013796,True,16523576,27045596,39,48602188.0,19018684,12680014,Bank of Baroda,547900,12,active,False,0.051805497624510484,2.9413843589305366,INMAA4,8703
Pillai PLC,TN/MSME/Pj/959134,UDYAM-TN-36-23-0207514,Leather,Micro,Leather Goods,Thoothukudi,Thoothukudi Taluk,"12/97, Sama Path, Haridwar-655145",Shaurya Nadig,9675852157,2018-09-15,2018-10-20,33ZGRCB0165A1Z5,ZGRCB0165A,,False,1129971,1553112,2,1339999.0,0,86913,State Bank of India,555894,7,active,False,0.004593120663331556,1.1858702568472996,INTUT1,2601
Sunder-Sabharwal,TN/MSME/Nt/215865,UDYAM-TN-22-22-0373368,Food Processing,Micro,Pickles,Sivaganga,Sivaganga Taluk,"H.No. 489, Deol Ganj, Thanjavur 164255",Bhavna Naidu,6289814568,2023-01-09,2023-04-03,33QQGCK5051Q4Z8,QQGCK5051Q,,False,2372102,3497776,3,5253593.0,0,1371608,ICICI Bank,264648,3,active,False,0.11539439534507095,2.2147416089190095,INMAA4,8542
Pandey-Mander,TN/MSME/rW/066173,UDYAM-TN-16-23-0267740,Manufacturing,Medium,Plastic Goods,Dharmapuri,Dharmapuri Taluk,"23/743, Tella Nagar, Bellary 589534",Urvi Krishnamurthy,9761305800,2018-07-20,2018-12-15,33UGMCR9543S2ZJ,UGMCR9543S,,False,189420070,314146288,187,102757528.0,0,15995704,Punjab National Bank,312786,7,active,False,0.13478790275703734,0.5424849014151457,INMAA4,2709
Dani Krishna and Murty,TN/MSME/CC/788732,UDYAM-TN-20-20-0537785,Handicraft,Medium,General Products,Tiruppur,Udumalaipettai,"H.No. 821, Kannan Ganj, Kamarhati-953566",Nirja Kale,5191068606,2011-10-10,2011-11-24,33KMCPB4138S6Z4,KMCPB4138S,,False,121336441,140162750,82,139581832.0,0,31376462,ICICI Bank,176471,14,active,False,0.11988796153605485,1.1503702502696613,INITP6,7108
Rana-Balasubramanian,TN/MSME/zY/752199,UDYAM-TN-02-22-0358294,Food Processing,Small,Rice Mill,Namakkal,Namakkal Taluk,"960, Prakash Path, Kollam 109525",Orinder Chandra,00148187636,2016-04-26,2016-09-10,33XBOAD1301M1ZF,XBOAD1301M,,False,16873100,25472943,21,25295671.0,0,4785378,City Union Bank,715899,9,active,False,0.05259512354780014,1.4991715215342765,INMAA4,2709
Arora Sethi and Sur,TN/MSME/xu/677237,UDYAM-TN-02-20-0242082,Food Processing,Micro,Dal Mill,Tirunelveli,Tirunelveli Taluk,"H.No. 944, Loke, Aurangabad-547421",Zaid Bava,0104974354,2020-04-30,2020-05-28,33MCGCA1866K4ZV,MCGCA1866K,,False,1171594,2915762,6,2561594.0,0,654149,Union Bank of India,717689,5,active,False,0.14329215781427437,2.1864178205077867,INMAA4,6403
Cherian Oak and Mukhopadhyay,TN/MSME/Wj/312606,UDYAM-TN-04-22-0878426,Chemical,Medium,Pigments,Salem,Salem Taluk,"69, Sarin Road, Mathura-410575",Akshay Kannan,+915812516729,2020-05-26,2020-08-20,33UMGAE6677X2ZY,UMGAE6677X,,False,190300298,384172590,110,349714526.0,0,47314430,Federal Bank,254070,5,struck_off,False,0.08782154492327425,1.8376982573090874,INMAA4,2709
